,No,year,month,day,hour,season,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec,PM
29305,31199,2013,7,23,22,2,19.0,69.0,999.0,25.0,SE,34.87,0.0,0.0,50.5
29306,31200,2013,7,23,23,2,19.0,69.0,999.0,25.0,SE,36.66,0.0,0.0,59.5
29307,31201,2013,7,24,0,2,19.0,73.0,999.0,24.0,SE,38.45,0.0,0.0,65.0
29308,31202,2013,7,24,1,2,20.0,83.0,998.0,23.0,cv,0.89,0.0,0.0,70.75
29309,31203,2013,7,24,2,2,20.0,88.0,998.0,22.0,NE,0.89,0.0,0.0,75.0
29310,31204,2013,7,24,3,2,19.0,88.0,999.0,21.0,NW,0.89,0.0,0.0,73.0
29311,31205,2013,7,24,4,2,20.0,88.0,999.0,22.0,NW,1.78,0.0,0.0,77.75
29312,31206,2013,7,24,5,2,19.0,88.0,1000.0,21.0,NW,3.57,0.0,0.0,77.75
29313,31207,2013,7,24,6,2,20.0,88.0,1000.0,22.0,NW,7.59,0.0,0.0,72.75
29314,31208,2013,7,24,7,2,20.0,73.0,1000.0,25.0,NW,11.61,0.0,0.0,73.0
29315,31209,2013,7,24,8,2,20.0,61.0,1001.0,28.0,NW,13.4,0.0,0.0,60.25
29316,31210,2013,7,24,9,2,19.0,51.0,1001.0,30.0,cv,0.89,0.0,0.0,34.25
29317,31211,2013,7,24,10,2,19.0,43.0,1000.0,33.0,cv,1.78,0.0,0.0,20.25
29318,31212,2013,7,24,11,2,17.0,36.0,1000.0,34.0,cv,2.67,0.0,0.0,15.0
29319,31213,2013,7,24,12,2,13.0,26.0,1000.0,35.0,NW,4.92,0.0,0.0,18.25
29320,31214,2013,7,24,13,2,11.0,20.0,999.0,37.0,NW,10.73,0.0,0.0,16.75
29321,31215,2013,7,24,14,2,12.0,22.0,999.0,37.0,NW,15.65,0.0,0.0,22.25
29322,31216,2013,7,24,15,2,11.0,20.0,998.0,37.0,NW,21.46,0.0,0.0,24.5
29323,31217,2013,7,24,16,2,12.0,22.0,998.0,37.0,NW,28.61,0.0,0.0,31.666666666666668
29324,31218,2013,7,24,17,2,12.0,22.0,998.0,37.0,NW,34.42,0.0,0.0,30.666666666666668
29325,31219,2013,7,24,18,2,12.0,22.0,998.0,37.0,NW,38.44,0.0,0.0,29.333333333333332
29326,31220,2013,7,24,19,2,12.0,23.0,998.0,36.0,NW,42.46,0.0,0.0,25.666666666666668
29327,31221,2013,7,24,20,2,14.0,31.0,999.0,33.0,NW,44.25,0.0,0.0,31.0
29328,31222,2013,7,24,21,2,19.0,58.0,999.0,28.0,cv,0.89,0.0,0.0,44.333333333333336
29329,31223,2013,7,24,22,2,18.0,57.0,1000.0,27.0,NW,1.79,0.0,0.0,51.666666666666664
29330,31224,2013,7,24,23,2,18.0,61.0,1000.0,26.0,cv,0.89,0.0,0.0,53.333333333333336
29331,31225,2013,7,25,0,2,19.0,65.0,1000.0,26.0,cv,1.78,0.0,0.0,25.666666666666668
29332,31226,2013,7,25,1,2,20.0,73.0,1000.0,25.0,NE,1.79,0.0,0.0,29.0
29333,31227,2013,7,25,2,2,19.0,73.0,1000.0,24.0,NW,3.13,0.0,0.0,35.0
29334,31228,2013,7,25,3,2,18.0,73.0,1000.0,23.0,NW,7.15,0.0,0.0,18.333333333333332
29335,31229,2013,7,25,4,2,18.0,69.0,1000.0,24.0,NW,10.28,0.0,0.0,19.333333333333332
29336,31230,2013,7,25,5,2,17.0,64.0,1001.0,24.0,NW,12.07,0.0,0.0,17.333333333333332
29337,31231,2013,7,25,6,2,17.0,61.0,1001.0,25.0,NW,16.09,0.0,0.0,19.0
29338,31232,2013,7,25,7,2,17.0,54.0,1001.0,27.0,NW,20.11,0.0,0.0,19.333333333333332
29339,31233,2013,7,25,8,2,17.0,48.0,1002.0,29.0,NW,23.24,0.0,0.0,18.25
29340,31234,2013,7,25,9,2,17.0,45.0,1002.0,30.0,NW,27.26,0.0,0.0,22.25
29341,31235,2013,7,25,10,2,16.0,38.0,1002.0,32.0,NE,4.02,0.0,0.0,19.25
29342,31236,2013,7,25,11,2,14.0,30.0,1002.0,34.0,cv,1.79,0.0,0.0,20.5
29343,31237,2013,7,25,12,2,14.0,28.0,1002.0,35.0,SE,1.79,0.0,0.0,27.0
29344,31238,2013,7,25,13,2,14.0,28.0,1001.0,35.0,cv,1.79,0.0,0.0,29.25
29345,31239,2013,7,25,14,2,14.0,26.0,1001.0,36.0,SE,4.02,0.0,0.0,36.5
29346,31240,2013,7,25,15,2,15.0,28.0,1000.0,36.0,SE,7.15,0.0,0.0,48.5
29347,31241,2013,7,25,16,2,15.0,30.0,1000.0,35.0,SE,12.07,0.0,0.0,50.5
29348,31242,2013,7,25,17,2,14.0,28.0,1000.0,35.0,SE,16.09,0.0,0.0,68.0
29349,31243,2013,7,25,18,2,17.0,38.0,1000.0,33.0,SE,21.01,0.0,0.0,97.25
29350,31244,2013,7,25,19,2,19.0,48.0,1000.0,31.0,SE,25.03,0.0,0.0,78.5
29351,31245,2013,7,25,20,2,19.0,51.0,1001.0,30.0,SE,29.05,0.0,0.0,78.5
29352,31246,2013,7,25,21,2,17.0,48.0,1002.0,29.0,SE,33.97,0.0,0.0,62.5
29353,31247,2013,7,25,22,2,18.0,54.0,1003.0,28.0,SE,35.76,0.0,0.0,54.0
29354,31248,2013,7,25,23,2,17.0,54.0,1003.0,27.0,SE,38.89,0.0,0.0,45.75
29355,31249,2013,7,26,0,2,17.0,57.0,1003.0,26.0,SE,40.68,0.0,0.0,41.5
29356,31250,2013,7,26,1,2,18.0,61.0,1003.0,26.0,SE,42.47,0.0,0.0,37.25
29357,31251,2013,7,26,2,2,19.0,65.0,1003.0,26.0,SE,45.6,0.0,0.0,30.75
29358,31252,2013,7,26,3,2,18.0,61.0,1003.0,26.0,SE,48.73,0.0,0.0,37.25
29359,31253,2013,7,26,4,2,18.0,61.0,1003.0,26.0,SE,50.52,0.0,0.0,38.5
29360,31254,2013,7,26,5,2,19.0,65.0,1003.0,26.0,cv,0.89,0.0,0.0,42.0
29361,31255,2013,7,26,6,2,18.0,61.0,1003.0,26.0,NE,0.89,0.0,0.0,52.5
29362,31256,2013,7,26,7,2,17.0,57.0,1003.0,26.0,NE,2.68,0.0,0.0,56.0
29363,31257,2013,7,26,8,2,18.0,57.0,1003.0,27.0,cv,0.89,0.0,0.0,58.25
29364,31258,2013,7,26,9,2,17.0,51.0,1004.0,28.0,cv,1.78,0.0,0.0,55.25
29365,31259,2013,7,26,10,2,19.0,58.0,1004.0,28.0,SE,3.13,0.8,0.8,59.75
29366,31260,2013,7,26,11,2,18.0,57.0,1004.0,27.0,SE,6.26,1.2,2.0,63.75
29367,31261,2013,7,26,12,2,19.0,78.0,1004.0,23.0,SE,8.05,1.1,3.1,44.0
29368,31262,2013,7,26,13,2,21.0,83.0,1004.0,24.0,cv,0.89,0.0,0.0,49.0
29369,31263,2013,7,26,14,2,20.0,73.0,1003.0,25.0,NW,4.92,0.0,0.0,71.25
29370,31264,2013,7,26,15,2,20.0,73.0,1003.0,25.0,NW,8.94,0.0,0.0,75.75
29371,31265,2013,7,26,16,2,21.0,78.0,1003.0,25.0,NW,12.96,0.0,0.0,65.25
29372,31266,2013,7,26,17,2,21.0,69.0,1002.0,27.0,NW,16.09,0.0,0.0,64.0
29373,31267,2013,7,26,18,2,21.0,69.0,1002.0,27.0,NW,17.88,0.0,0.0,69.0
29374,31268,2013,7,26,19,2,20.0,69.0,1002.0,26.0,NW,21.9,0.0,0.0,71.25
29375,31269,2013,7,26,20,2,20.0,73.0,1002.0,25.0,NW,23.69,0.0,0.0,74.0
29376,31270,2013,7,26,21,2,21.0,73.0,1002.0,26.0,cv,0.89,0.0,0.0,77.75
29377,31271,2013,7,26,22,2,21.0,73.0,1002.0,26.0,NW,1.79,0.0,0.0,76.25
29378,31272,2013,7,26,23,2,21.0,78.0,1002.0,25.0,cv,0.89,0.0,0.0,80.25
29379,31273,2013,7,27,0,2,21.0,78.0,1002.0,25.0,NE,1.79,0.0,0.0,93.75
29380,31274,2013,7,27,1,2,22.0,83.0,1002.0,25.0,NE,2.68,0.0,0.0,91.5
29381,31275,2013,7,27,2,2,21.0,78.0,1002.0,25.0,SE,3.13,0.0,0.0,89.0
29382,31276,2013,7,27,3,2,22.0,88.0,1001.0,24.0,cv,0.89,0.0,0.0,95.0
29383,31277,2013,7,27,4,2,21.0,83.0,1001.0,24.0,NE,1.79,0.0,0.0,98.75
29384,31278,2013,7,27,5,2,22.0,88.0,1001.0,24.0,NW,0.89,0.0,0.0,98.0
29385,31279,2013,7,27,6,2,22.0,83.0,1001.0,25.0,NW,2.68,0.8,0.8,95.75
29386,31280,2013,7,27,7,2,22.0,88.0,1001.0,24.0,NW,4.47,0.0,0.0,95.0
29387,31281,2013,7,27,8,2,22.0,88.0,1001.0,24.0,cv,0.89,0.1,0.1,80.0
29388,31282,2013,7,27,9,2,22.0,88.0,1001.0,24.0,cv,1.78,0.0,0.0,87.0
29389,31283,2013,7,27,10,2,22.0,88.0,1001.0,24.0,cv,2.67,0.0,0.0,88.0
29390,31284,2013,7,27,11,2,22.0,88.0,1000.0,24.0,NW,1.79,0.0,0.0,101.0
29391,31285,2013,7,27,12,2,22.0,88.0,1000.0,24.0,NW,3.58,0.0,0.0,106.66666666666667
29392,31286,2013,7,27,13,2,23.0,88.0,1000.0,25.0,NW,4.47,0.0,0.0,122.33333333333333
29393,31287,2013,7,27,14,2,23.0,88.0,1000.0,25.0,cv,0.89,0.1,0.1,137.66666666666666
29394,31288,2013,7,27,15,2,23.0,88.0,999.0,25.0,SE,0.89,0.1,0.2,142.0
29395,31289,2013,7,27,16,2,23.0,88.0,999.0,25.0,SE,2.68,0.0,0.0,112.0
29396,31290,2013,7,27,17,2,23.0,88.0,999.0,25.0,SE,4.47,0.0,0.0,158.5
29397,31291,2013,7,27,18,2,23.0,88.0,1000.0,25.0,cv,0.89,0.0,0.0,157.0
29398,31292,2013,7,27,19,2,23.0,88.0,999.0,25.0,cv,1.78,0.0,0.0,145.0
29399,31293,2013,7,27,20,2,22.0,83.0,1000.0,25.0,cv,2.67,0.0,0.0,164.0
29400,31294,2013,7,27,21,2,23.0,88.0,1000.0,25.0,cv,3.56,0.0,0.0,156.0
29401,31295,2013,7,27,22,2,23.0,88.0,1000.0,25.0,SE,1.79,0.0,0.0,172.33333333333334
29402,31296,2013,7,27,23,2,22.0,88.0,1000.0,24.0,cv,0.89,0.0,0.0,172.66666666666666
29403,31297,2013,7,28,0,2,22.0,88.0,999.0,24.0,NE,0.89,0.0,0.0,172.66666666666666
29404,31298,2013,7,28,1,2,21.0,88.0,999.0,23.0,cv,0.45,0.0,0.0,159.0
29405,31299,2013,7,28,2,2,22.0,88.0,999.0,24.0,NW,3.13,0.0,0.0,141.0
29406,31300,2013,7,28,3,2,22.0,88.0,999.0,24.0,cv,0.89,0.0,0.0,130.33333333333334
29407,31301,2013,7,28,4,2,22.0,88.0,999.0,24.0,NW,3.13,0.0,0.0,116.66666666666667
29408,31302,2013,7,28,5,2,21.0,88.0,1000.0,23.0,NW,6.26,0.0,0.0,99.33333333333333
29409,31303,2013,7,28,6,2,21.0,88.0,1000.0,23.0,NW,9.39,0.0,0.0,89.33333333333333
29410,31304,2013,7,28,7,2,23.0,88.0,1000.0,25.0,NW,12.52,0.0,0.0,69.66666666666667
29411,31305,2013,7,28,8,2,21.0,65.0,1001.0,28.0,NE,1.79,0.0,0.0,48.0
29412,31306,2013,7,28,9,2,21.0,62.0,1001.0,29.0,cv,0.89,0.0,0.0,44.0
29413,31307,2013,7,28,10,2,19.0,51.0,1001.0,30.0,NE,1.79,0.0,0.0,32.0
29414,31308,2013,7,28,11,2,18.0,43.0,1001.0,32.0,SE,1.79,0.0,0.0,39.0
29415,31309,2013,7,28,12,2,16.0,34.0,1001.0,34.0,NW,3.13,0.0,0.0,20.0
29416,31310,2013,7,28,13,2,16.0,30.0,1000.0,36.0,NW,6.26,0.0,0.0,28.0
29417,31311,2013,7,28,14,2,15.0,27.0,999.0,37.0,SE,4.02,0.0,0.0,20.0
29418,31312,2013,7,28,15,2,15.0,27.0,999.0,37.0,NW,4.02,0.0,0.0,22.0
29419,31313,2013,7,28,16,2,15.0,25.0,999.0,38.0,NW,7.15,0.0,0.0,58.5
29420,31314,2013,7,28,17,2,15.0,25.0,998.0,38.0,NW,10.28,0.0,0.0,42.666666666666664
29421,31315,2013,7,28,18,2,17.0,32.0,998.0,36.0,SE,4.92,0.0,0.0,40.666666666666664
29422,31316,2013,7,28,19,2,18.0,38.0,999.0,34.0,SE,8.94,0.0,0.0,36.666666666666664
29423,31317,2013,7,28,20,2,19.0,46.0,999.0,32.0,SE,12.07,0.0,0.0,36.333333333333336
29424,31318,2013,7,28,21,2,16.0,38.0,1000.0,32.0,SE,16.09,0.0,0.0,38.0
29425,31319,2013,7,28,22,2,19.0,54.0,1000.0,29.0,SE,17.88,0.0,0.0,33.0
29426,31320,2013,7,28,23,2,21.0,69.0,1000.0,27.0,cv,0.89,0.0,0.0,41.0
29427,31321,2013,7,29,0,2,21.0,69.0,1000.0,27.0,SE,1.79,0.0,0.0,43.333333333333336
29428,31322,2013,7,29,1,2,22.0,74.0,1000.0,27.0,NE,1.79,0.0,0.0,48.0
29429,31323,2013,7,29,2,2,22.0,78.0,1000.0,26.0,NE,3.58,0.0,0.0,53.25
29430,31324,2013,7,29,3,2,22.0,78.0,1000.0,26.0,cv,0.89,0.0,0.0,79.0
29431,31325,2013,7,29,4,2,22.0,78.0,999.0,26.0,cv,1.78,0.0,0.0,72.0
29432,31326,2013,7,29,5,2,22.0,78.0,1000.0,26.0,cv,2.67,0.0,0.0,69.0
29433,31327,2013,7,29,6,2,23.0,83.0,1000.0,26.0,cv,3.56,0.0,0.0,79.33333333333333
29434,31328,2013,7,29,7,2,23.0,74.0,1000.0,28.0,SE,0.89,0.0,0.0,74.0
29435,31329,2013,7,29,8,2,22.0,69.0,1000.0,28.0,cv,0.89,0.0,0.0,76.0
29436,31330,2013,7,29,9,2,23.0,70.0,1000.0,29.0,cv,1.78,0.0,0.0,81.0
29437,31331,2013,7,29,10,2,23.0,70.0,1000.0,29.0,SE,0.89,0.0,0.0,92.5
29438,31332,2013,7,29,11,2,23.0,70.0,1001.0,29.0,SE,4.91,0.1,0.1,60.5
29439,31333,2013,7,29,12,2,21.0,55.0,1001.0,31.0,NW,4.02,0.0,0.0,69.0
29440,31334,2013,7,29,13,2,23.0,66.0,1001.0,30.0,SE,3.13,0.0,0.0,91.0
29441,31335,2013,7,29,14,2,23.0,62.0,1000.0,31.0,SE,4.92,0.0,0.0,55.0
29442,31336,2013,7,29,15,2,21.0,52.0,999.0,32.0,cv,0.89,0.0,0.0,56.333333333333336
29443,31337,2013,7,29,16,2,22.0,58.0,998.0,31.0,cv,1.78,0.0,0.0,58.666666666666664
29444,31338,2013,7,29,17,2,23.0,62.0,998.0,31.0,SE,0.89,0.0,0.0,39.0
29445,31339,2013,7,29,18,2,23.0,66.0,998.0,30.0,SE,2.68,0.0,0.0,48.666666666666664
29446,31340,2013,7,29,19,2,23.0,66.0,998.0,30.0,SE,4.47,0.0,0.0,56.5
29447,31341,2013,7,29,20,2,22.0,69.0,999.0,28.0,SE,6.26,0.0,0.0,59.0
29448,31342,2013,7,29,21,2,19.0,54.0,999.0,29.0,SE,10.28,0.0,0.0,80.0
29449,31343,2013,7,29,22,2,21.0,65.0,999.0,28.0,SE,12.07,0.0,0.0,98.0
29450,31344,2013,7,29,23,2,21.0,69.0,1000.0,27.0,SE,13.86,0.0,0.0,115.33333333333333
29451,31345,2013,7,30,0,2,22.0,83.0,999.0,25.0,SE,14.75,0.0,0.0,102.0
29452,31346,2013,7,30,1,2,22.0,88.0,998.0,24.0,cv,0.89,0.0,0.0,96.0
29453,31347,2013,7,30,2,2,21.0,83.0,997.0,24.0,SE,1.79,0.0,0.0,115.0
29454,31348,2013,7,30,3,2,21.0,83.0,997.0,24.0,cv,0.89,0.0,0.0,77.0
29455,31349,2013,7,30,4,2,21.0,83.0,997.0,24.0,NE,1.79,0.0,0.0,125.0
29456,31350,2013,7,30,5,2,21.0,88.0,997.0,23.0,cv,0.45,0.0,0.0,128.0
29457,31351,2013,7,30,6,2,21.0,88.0,998.0,23.0,SE,0.89,0.0,0.0,138.0
29458,31352,2013,7,30,7,2,23.0,88.0,998.0,25.0,NE,0.89,0.0,0.0,154.66666666666666
29459,31353,2013,7,30,8,2,22.0,78.0,999.0,26.0,SE,1.79,0.0,0.0,170.66666666666666
29460,31354,2013,7,30,9,2,23.0,74.0,999.0,28.0,SE,3.58,0.0,0.0,176.75
29461,31355,2013,7,30,10,2,23.0,66.0,998.0,30.0,cv,0.89,0.0,0.0,158.75
29462,31356,2013,7,30,11,2,23.0,62.0,998.0,31.0,cv,1.78,0.0,0.0,182.75
29463,31357,2013,7,30,12,2,21.0,52.0,997.0,32.0,SE,1.79,0.0,0.0,195.5
29464,31358,2013,7,30,13,2,22.0,52.0,997.0,33.0,SE,3.58,0.0,0.0,187.5
29465,31359,2013,7,30,14,2,21.0,49.0,996.0,33.0,cv,3.13,0.0,0.0,93.75
29466,31360,2013,7,30,15,2,21.0,46.0,996.0,34.0,SE,3.13,0.0,0.0,92.25
29467,31361,2013,7,30,16,2,20.0,43.0,995.0,34.0,SE,6.26,0.0,0.0,82.0
29468,31362,2013,7,30,17,2,20.0,43.0,995.0,34.0,SE,11.18,0.0,0.0,80.33333333333333
29469,31363,2013,7,30,18,2,21.0,49.0,995.0,33.0,SE,15.2,0.0,0.0,126.0
29470,31364,2013,7,30,19,2,21.0,55.0,996.0,31.0,SE,19.22,0.0,0.0,134.33333333333334
29471,31365,2013,7,30,20,2,22.0,62.0,996.0,30.0,SE,22.35,0.0,0.0,99.0
29472,31366,2013,7,30,21,2,22.0,65.0,997.0,29.0,SE,24.14,0.0,0.0,82.0
29473,31367,2013,7,30,22,2,23.0,74.0,998.0,28.0,SE,25.93,0.0,0.0,96.0
29474,31368,2013,7,30,23,2,23.0,74.0,999.0,28.0,SE,27.72,6.7,6.7,87.0
29475,31369,2013,7,31,0,2,19.0,83.0,1001.0,22.0,NW,8.94,8.2,14.9,10.5
29476,31370,2013,7,31,1,2,19.0,83.0,1001.0,22.0,NW,10.73,1.5,16.4,11.0
29477,31371,2013,7,31,2,2,19.0,83.0,999.0,22.0,NE,4.02,0.0,0.0,12.5
29478,31372,2013,7,31,3,2,19.0,78.0,998.0,23.0,NW,4.02,0.0,0.0,20.0
29479,31373,2013,7,31,4,2,19.0,78.0,999.0,23.0,NW,7.15,0.1,0.1,15.0
29480,31374,2013,7,31,5,2,19.0,78.0,999.0,23.0,NW,10.28,0.0,0.0,16.5
29481,31375,2013,7,31,6,2,19.0,83.0,999.0,22.0,cv,0.45,0.0,0.0,29.0
29482,31376,2013,7,31,7,2,20.0,83.0,1000.0,23.0,SE,0.89,0.0,0.0,38.0
29483,31377,2013,7,31,8,2,20.0,78.0,1000.0,24.0,SE,2.68,0.0,0.0,33.0
29484,31378,2013,7,31,9,2,20.0,69.0,1000.0,26.0,SE,4.47,0.0,0.0,34.0
29485,31379,2013,7,31,10,2,21.0,65.0,1000.0,28.0,cv,1.79,0.0,0.0,40.666666666666664
29486,31380,2013,7,31,11,2,19.0,54.0,1000.0,29.0,SE,1.79,0.0,0.0,37.25
29487,31381,2013,7,31,12,2,19.0,48.0,999.0,31.0,SE,3.58,0.0,0.0,45.0
29488,31382,2013,7,31,13,2,19.0,46.0,999.0,32.0,SE,6.71,0.0,0.0,62.5
29489,31383,2013,7,31,14,2,19.0,46.0,999.0,32.0,SE,9.84,0.0,0.0,87.5
29490,31384,2013,7,31,15,2,22.0,55.0,998.0,32.0,SE,13.86,0.0,0.0,89.5
29491,31385,2013,7,31,16,2,22.0,55.0,998.0,32.0,SE,16.99,0.0,0.0,91.0
29492,31386,2013,7,31,17,2,23.0,59.0,998.0,32.0,SE,20.12,0.0,0.0,103.75
29493,31387,2013,7,31,18,2,22.0,58.0,997.0,31.0,SE,23.25,0.0,0.0,121.25
29494,31388,2013,7,31,19,2,23.0,66.0,998.0,30.0,cv,0.89,0.0,0.0,102.75
29495,31389,2013,7,31,20,2,18.0,69.0,1000.0,24.0,NW,9.83,1.1,1.1,19.0
29496,31390,2013,7,31,21,2,20.0,83.0,1002.0,23.0,NW,15.64,1.5,2.6,16.75
29497,31391,2013,7,31,22,2,20.0,83.0,1003.0,23.0,SE,3.13,3.1,5.7,25.5
29498,31392,2013,7,31,23,2,20.0,88.0,1002.0,22.0,SE,7.15,0.0,0.0,36.5
29499,31393,2013,8,1,0,2,20.0,88.0,1001.0,22.0,NW,1.79,0.0,0.0,25.25
29500,31394,2013,8,1,1,2,20.0,88.0,1001.0,22.0,NW,4.92,0.0,0.0,24.5
29501,31395,2013,8,1,2,2,19.0,88.0,1001.0,21.0,NE,1.79,0.0,0.0,28.5
29502,31396,2013,8,1,3,2,19.0,88.0,1001.0,21.0,cv,0.45,0.0,0.0,30.25
29503,31397,2013,8,1,4,2,19.0,88.0,1001.0,21.0,NW,0.89,0.0,0.0,29.5
29504,31398,2013,8,1,5,2,19.0,88.0,1001.0,21.0,cv,0.89,0.0,0.0,28.0
29505,31399,2013,8,1,6,2,19.0,83.0,1002.0,22.0,NW,3.13,0.0,0.0,23.75
29506,31400,2013,8,1,7,2,20.0,83.0,1002.0,23.0,NE,1.79,0.0,0.0,26.0
29507,31401,2013,8,1,8,2,20.0,78.0,1003.0,24.0,NW,1.79,0.0,0.0,32.75
29508,31402,2013,8,1,9,2,20.0,73.0,1004.0,25.0,NW,4.92,0.0,0.0,32.5
29509,31403,2013,8,1,10,2,20.0,78.0,1004.0,24.0,NW,6.71,0.0,0.0,39.0
29510,31404,2013,8,1,11,2,20.0,73.0,1004.0,25.0,cv,0.89,3.5,3.5,42.0
29511,31405,2013,8,1,12,2,19.0,73.0,1005.0,24.0,SE,4.02,1.6,5.1,45.0
29512,31406,2013,8,1,13,2,20.0,83.0,1004.0,23.0,SE,5.81,0.0,0.0,39.0
29513,31407,2013,8,1,14,2,21.0,83.0,1004.0,24.0,cv,0.89,0.0,0.0,46.0
29514,31408,2013,8,1,15,2,21.0,83.0,1003.0,24.0,SE,3.13,0.0,0.0,38.25
29515,31409,2013,8,1,16,2,20.0,78.0,1004.0,24.0,SE,6.26,0.0,0.0,41.25
29516,31410,2013,8,1,17,2,19.0,65.0,1003.0,26.0,cv,0.89,0.0,0.0,43.0
29517,31411,2013,8,1,18,2,20.0,69.0,1002.0,26.0,NE,1.79,0.0,0.0,50.75
29518,31412,2013,8,1,19,2,20.0,73.0,1003.0,25.0,NE,3.58,0.0,0.0,59.25
29519,31413,2013,8,1,20,2,20.0,83.0,1004.0,23.0,SE,0.89,0.0,0.0,57.0
29520,31414,2013,8,1,21,2,20.0,88.0,1005.0,22.0,cv,0.45,0.0,0.0,64.5
29521,31415,2013,8,1,22,2,20.0,88.0,1006.0,22.0,cv,1.34,0.0,0.0,69.75
29522,31416,2013,8,1,23,2,20.0,88.0,1006.0,22.0,cv,1.79,0.0,0.0,76.25
29523,31417,2013,8,2,0,2,20.0,88.0,1005.0,22.0,cv,2.68,0.0,0.0,77.5
29524,31418,2013,8,2,1,2,20.0,88.0,1005.0,22.0,cv,3.57,0.0,0.0,84.0
29525,31419,2013,8,2,2,2,20.0,88.0,1005.0,22.0,cv,4.46,0.0,0.0,90.25
29526,31420,2013,8,2,3,2,20.0,94.0,1004.0,21.0,NW,1.79,0.0,0.0,82.5
29527,31421,2013,8,2,4,2,20.0,88.0,1005.0,22.0,cv,0.89,0.0,0.0,80.0
29528,31422,2013,8,2,5,2,19.0,88.0,1005.0,21.0,NW,1.79,0.0,0.0,61.5
29529,31423,2013,8,2,6,2,19.0,88.0,1005.0,21.0,cv,0.45,0.0,0.0,59.25
29530,31424,2013,8,2,7,2,20.0,83.0,1006.0,23.0,NW,4.02,0.0,0.0,54.25
29531,31425,2013,8,2,8,2,21.0,83.0,1006.0,24.0,NW,7.15,0.0,0.0,67.75
29532,31426,2013,8,2,9,2,21.0,73.0,1006.0,26.0,NW,8.94,0.0,0.0,76.5
29533,31427,2013,8,2,10,2,21.0,69.0,1006.0,27.0,cv,0.89,0.0,0.0,84.5
29534,31428,2013,8,2,11,2,20.0,58.0,1006.0,29.0,cv,1.78,0.0,0.0,88.5
29535,31429,2013,8,2,12,2,21.0,58.0,1006.0,30.0,cv,2.67,0.0,0.0,89.5
29536,31430,2013,8,2,13,2,21.0,58.0,1006.0,30.0,cv,3.56,0.0,0.0,95.25
29537,31431,2013,8,2,14,2,21.0,58.0,1006.0,30.0,SE,1.79,0.0,0.0,96.25
29538,31432,2013,8,2,15,2,20.0,52.0,1005.0,31.0,SE,3.58,0.0,0.0,108.0
29539,31433,2013,8,2,16,2,22.0,62.0,1004.0,30.0,SE,6.71,0.0,0.0,115.0
29540,31434,2013,8,2,17,2,21.0,58.0,1005.0,30.0,SE,9.84,0.0,0.0,111.25
29541,31435,2013,8,2,18,2,20.0,58.0,1005.0,29.0,NW,7.15,0.0,0.0,97.75
29542,31436,2013,8,2,19,2,19.0,61.0,1004.0,27.0,NE,3.13,0.0,0.0,45.0
29543,31437,2013,8,2,20,2,20.0,61.0,1004.0,28.0,SE,4.02,0.0,0.0,27.25
29544,31438,2013,8,2,21,2,16.0,54.0,1005.0,26.0,NW,4.02,0.0,0.0,32.0
29545,31439,2013,8,2,22,2,17.0,68.0,1004.0,23.0,NE,3.13,0.0,0.0,61.0
29546,31440,2013,8,2,23,2,17.0,57.0,1006.0,26.0,NW,3.13,0.0,0.0,53.75
29547,31441,2013,8,3,0,2,17.0,57.0,1006.0,26.0,SE,1.79,0.0,0.0,23.5
29548,31442,2013,8,3,1,2,15.0,50.0,1006.0,26.0,NW,3.13,0.0,0.0,18.0
29549,31443,2013,8,3,2,2,18.0,78.0,1005.0,22.0,cv,0.89,0.0,0.0,10.25
29550,31444,2013,8,3,3,2,15.0,53.0,1005.0,25.0,NW,4.02,0.0,0.0,13.25
29551,31445,2013,8,3,4,2,17.0,73.0,1003.0,22.0,SE,1.79,0.0,0.0,20.5
29552,31446,2013,8,3,5,2,17.0,68.0,1003.0,23.0,cv,0.89,0.0,0.0,25.5
29553,31447,2013,8,3,6,2,16.0,64.0,1003.0,23.0,NW,4.92,0.0,0.0,16.0
29554,31448,2013,8,3,7,2,17.0,68.0,1004.0,23.0,NW,6.71,0.0,0.0,17.5
29555,31449,2013,8,3,8,2,18.0,61.0,1004.0,26.0,NE,1.79,0.0,0.0,23.0
29556,31450,2013,8,3,9,2,18.0,51.0,1004.0,29.0,NW,1.79,0.0,0.0,26.0
29557,31451,2013,8,3,10,2,17.0,48.0,1004.0,29.0,SE,1.79,0.0,0.0,30.0
29558,31452,2013,8,3,11,2,17.0,45.0,1004.0,30.0,cv,1.79,0.0,0.0,32.75
29559,31453,2013,8,3,12,2,16.0,40.0,1004.0,31.0,SE,3.13,0.0,0.0,37.5
29560,31454,2013,8,3,13,2,16.0,38.0,1003.0,32.0,SE,4.92,0.0,0.0,36.5
29561,31455,2013,8,3,14,2,17.0,40.0,1002.0,32.0,SE,6.71,0.0,0.0,27.0
29562,31456,2013,8,3,15,2,14.0,31.0,1002.0,33.0,SE,10.73,0.0,0.0,31.25
29563,31457,2013,8,3,16,2,16.0,38.0,1002.0,32.0,SE,15.65,0.0,0.0,32.5
29564,31458,2013,8,3,17,2,17.0,40.0,1001.0,32.0,SE,20.57,0.0,0.0,35.5
29565,31459,2013,8,3,18,2,18.0,45.0,1001.0,31.0,SE,25.49,0.0,0.0,43.0
